Unique_ID,AREA (sq km),COASTLINE (km) (perimeter),Longitude,Latitude,Region,COUNTRY NAME,Melanesia_or_not,Island name,Marck_group,Inhabited,glottocodes,Left_over,Smallest_Island_group,Medium_island_group,Medium_island_group_language_merged,Medium_only_merged_for_shared_language,SBZR_group,cost_area_id
16371,3.552270159,11.7802651695,156.094867533,-6.6844917297,Melanesia,SOLOMON ISLANDS,Melanesia,Oema Island,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16365,18.5963835464,19.7592729704,156.014089212,-6.7945126846,Melanesia,SOLOMON ISLANDS,Melanesia,Ovau,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16364,76.1542843647,95.4933400199,156.070146279,-6.9134691872,Melanesia,SOLOMON ISLANDS,Melanesia,Fauro,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16363,3.3854563221,9.0772618565,156.137327984,-6.8161345868,Melanesia,SOLOMON ISLANDS,Melanesia,Masamasa,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16362,0.6811979444,3.5772191789,156.516198137,-6.8283895095,Melanesia,SOLOMON ISLANDS,Melanesia,Mole,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16361,0.6234420525,2.9172820824,155.970774404,-6.8361701588,Melanesia,SOLOMON ISLANDS,Melanesia,Uho,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16360,0.047094555,0.8162851645,156.164185897,-6.8421127646,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16359,0.3438555181,2.2502967192,156.172492176,-6.8475180596,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16358,3.300779858,10.1961313867,156.144760466,-6.8613904013,Melanesia,SOLOMON ISLANDS,Melanesia,Piru,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16357,0.1461202587,1.4898900068,156.132636185,-6.8491717766,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16356,0.3065556618,2.0719624206,156.182719885,-6.8502841446,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16355,0.4124005115,2.4316413467,156.964939181,-6.8573891425,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16354,0.9348803517,4.0808048501,156.093768865,-6.8641926262,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16353,3.355011775,8.479198302,156.022907781,-6.8754991231,Melanesia,SOLOMON ISLANDS,Melanesia,Asie,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16352,0.0709520499,1.0120125449,155.876083954,-6.877611868,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16351,0.293365637,2.0022630037,156.05056394,-6.8818506523,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16350,0.1661285915,1.5283659249,156.622066774,-6.8904407401,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16349,0.113345666,1.3085847033,156.624100261,-6.8951823814,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16348,0.0562670107,0.8973412759,156.030824889,-6.8941830012,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16347,0.0789310439,1.1996779218,155.879177599,-6.896108598,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16346,0.3140604818,2.1376277828,155.836332895,-6.9007277036,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16345,0.7106888061,3.2619481459,155.927196908,-6.9037991722,Melanesia,SOLOMON ISLANDS,Melanesia,Ilina,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16344,0.030622173,0.6391560934,157.037913195,-6.904608256,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16343,0.6330978597,3.7342640668,155.887186129,-6.9179684099,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16342,0.4375853185,2.8146348746,155.931567383,-6.9208470179,Melanesia,SOLOMON ISLANDS,Melanesia,Nielai,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16341,0.4100121175,2.3782027322,156.050173576,-6.934076127,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16340,0.0297100252,0.6295654306,155.940419957,-6.9337629099,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16339,0.0302689665,0.6358181053,155.942108173,-6.9370985579,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16338,0.292679017,2.1337431862,155.907167594,-6.9441231418,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16337,0.0952916118,1.2510524706,156.032581954,-6.9442213422,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16336,0.5239159505,3.66673674,156.016928876,-6.9547914942,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16335,0.0372704111,0.752705428,157.101824363,-6.9520186526,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16334,220.951873817,104.394886171,155.769088739,-7.0475341243,Melanesia,SOLOMON ISLANDS,Melanesia,Shortland,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16333,0.3816587039,2.6911598364,157.109950338,-6.9670897545,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16332,0.0926488919,1.3383934886,156.019606004,-6.9695948387,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16331,0.0532026663,0.9348150579,155.756361118,-6.9753846896,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16330,0.0468143175,0.8163015168,155.562897632,-6.9783353142,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16329,0.0803647153,1.0694868434,156.017500058,-6.978765772,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16328,0.4077804612,2.3888519616,156.009908416,-6.9813571428,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16327,2.0631882073,6.5911025104,155.88527226,-6.9885928733,Melanesia,SOLOMON ISLANDS,Melanesia,Balalai,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16326,0.4017399131,2.5245018067,156.006531615,-6.9907108902,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16325,0.0710693131,0.9924308302,155.686643302,-6.9916739515,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16324,0.2077265686,1.8736087446,155.812197773,-6.9962683918,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16323,0.6427599385,2.9899837698,156.049054942,-7.0007519073,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16322,0.4639710621,2.7624703997,155.830869984,-7.0065492582,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16321,1.121541811,4.0806166194,155.820079657,-7.0067498908,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16320,0.3831430351,2.3812829414,155.622285312,-7.0056112114,Melanesia,SOLOMON ISLANDS,Melanesia,Aelaunu,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16319,0.9906179805,3.8170171323,155.99772703,-7.0097693034,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16318,0.0294313087,0.6273350104,155.842088557,-7.0062655576,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16317,0.1032316258,1.2442187289,156.019178281,-7.0091392031,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16316,0.029034931,0.6221611028,155.705424652,-7.0079355067,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16315,0.0889690141,1.2037475321,155.636602946,-7.0089632558,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16314,0.0806869131,1.0722208606,156.059996923,-7.0095786593,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16313,0.1299850645,1.3827651531,155.84149511,-7.0103313729,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16312,0.1457861492,1.6362494883,155.83556027,-7.0127595024,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16311,0.046636482,0.8149034817,155.598306488,-7.0121143173,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16310,0.0133270918,0.45412308219999997,155.843743198,-7.0141944885,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16309,0.0130059181,0.4497991945,155.846228642,-7.0158471491,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16308,0.1880296241,1.7186548676,155.674740751,-7.0210882156,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16307,0.10561632,1.201001406,155.683007677,-7.0245005591,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16306,0.0305663956,0.7147415424,156.021675661,-7.0254437612,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16305,0.2421134786,1.8340644767,155.653186052,-7.0274430247,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16304,0.1067982832,1.2628207748,156.043348983,-7.0300188447,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16303,0.4075612473,2.5699681577,155.615988145,-7.0347117818,Melanesia,SOLOMON ISLANDS,Melanesia,Taukuna,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16302,0.0475035532,0.8200105772,155.997491363,-7.0329338583,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16301,0.0950997744,1.2609071234,155.673187754,-7.0449624303,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16300,0.0538198042,0.9339968086,155.650584225,-7.0512069766,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16299,2.1057936011,7.6919627928,155.645947258,-7.0610784028,Melanesia,SOLOMON ISLANDS,Melanesia,Aloatoghala,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16298,0.333853959,2.3489612871,155.871337519,-7.0654620897,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16297,0.2482725139,2.2014789754,155.899988384,-7.0689864422,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16296,0.0121681799,0.4407213651,155.633735454,-7.0666899565,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16295,0.1391758521,1.4091180365,155.891674471,-7.0708806555,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16294,0.0117089114,0.4266424799,155.636237336,-7.0692051004,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16293,5.0629962892,10.5762119044,155.869930028,-7.0900752481,Melanesia,SOLOMON ISLANDS,Melanesia,Poporang,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16292,3.776848353,8.6702567969,155.885313803,-7.1045754428,Melanesia,SOLOMON ISLANDS,Melanesia,Pirumeri,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16291,0.1061205934,1.2045188429,155.852162131,-7.0930345848,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16290,0.0817362689,1.0821474219,155.847888032,-7.0950396281,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16289,0.0556585513,0.9503260838,155.768949163,-7.1095404655,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16288,0.2094041842,1.9112198791,157.160058857,-7.1256504332,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16287,0.0561987055,0.8964473188,157.159998405,-7.1325134787,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16286,0.0290601132,0.6231016316,157.244585198,-7.1820993128,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16285,0.2209425073,1.8320040664,157.343345553,-7.264190393,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16284,0.0555793954,0.889746474,157.371414939,-7.2758484791,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16283,0.080738935,1.0744812867,157.005419863,-7.2966782429,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16282,0.0299342592,0.6317587603,157.030449989,-7.2996165111,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16281,2.2022596592,7.2532972182,157.599590542,-7.3132843534,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16280,0.0302765319,0.6346630867,158.076255052,-7.3162834994,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16279,67.8211425628,34.6240494153,155.56495358,-7.3580173856,Melanesia,SOLOMON ISLANDS,Melanesia,Mono,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16278,0.4102790029,3.2283103615,157.584902561,-7.331985557,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16277,0.0731853843,1.1500680709,157.082867203,-7.3340929047,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16276,0.0725338755,1.0710673891,157.162404024,-7.3476001648,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16275,0.3598102405,2.6022910446,157.566508404,-7.3519368514,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16274,0.5952552813,3.7660072746,157.157071144,-7.3535515556,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16273,0.0658689885,1.1681793043,157.092628184,-7.3490807015,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16272,0.2919319028,2.2012120283,157.579786499,-7.3507187319,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16271,0.1973375023,1.6398473373,157.179874521,-7.351971328,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16270,0.0571012772,0.9509190271,157.1628546,-7.3527320601,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16269,3.4567529996,10.6783939056,157.107954118,-7.3625621775,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16268,0.0296610636,0.6286019077,157.184586322,-7.3545867297,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16267,0.0862953797,1.1918051139,157.146040971,-7.354807708,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
16266,3.6918986844,17.5389283478,158.211248863,-7.370073751,Melanesia,SOLOMON ISLANDS,Melanesia,Bates,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
